Date,Company,Ticker,Open,High,Low,Close,Volume
2025-08-22,Reliance Industries,RELIANCE,1105.25,1138.7,1094.26,1136.42,3626233
2025-08-25,Reliance Industries,RELIANCE,1135.75,1151.62,1127.2,1149.88,4303346
2025-08-26,Reliance Industries,RELIANCE,1156.68,1181.45,1152.69,1163.05,3144141
2025-08-27,Reliance Industries,RELIANCE,1154.35,1158.33,1130.86,1143.15,7566392
2025-08-28,Reliance Industries,RELIANCE,1135.33,1144.28,1114.42,1118.66,5308497
2025-08-29,Reliance Industries,RELIANCE,1121.38,1135.05,1076.74,1091.12,3030520
2025-09-01,Reliance Industries,RELIANCE,1086.05,1099.97,1076.67,1091.96,9865871
2025-09-02,Reliance Industries,RELIANCE,1089.64,1090.17,1071.01,1074.31,3933707
2025-09-03,Reliance Industries,RELIANCE,1097.45,1105.01,1081.1,1087.55,6815956
2025-09-04,Reliance Industries,RELIANCE,1120.53,1125.06,1098.86,1110.16,5426751
2025-09-05,Reliance Industries,RELIANCE,1134.76,1152.26,1125.27,1147.03,6575864
2025-09-08,Reliance Industries,RELIANCE,1158.32,1181.25,1145.95,1169.24,7436951
2025-09-09,Reliance Industries,RELIANCE,1178.34,1186.11,1162.43,1175.15,2764523
2025-09-10,Reliance Industries,RELIANCE,1180.35,1187.57,1159.32,1172.35,4351340
2025-09-11,Reliance Industries,RELIANCE,1173.0,1183.54,1134.82,1144.64,10569305
2025-09-12,Reliance Industries,RELIANCE,1140.42,1153.27,1126.38,1145.26,3825183
2025-09-15,Reliance Industries,RELIANCE,1149.09,1169.85,1144.25,1162.01,4357201
2025-09-16,Reliance Industries,RELIANCE,1176.98,1184.67,1151.89,1155.59,6836394
2025-09-17,Reliance Industries,RELIANCE,1134.46,1142.98,1109.62,1123.39,3876380
2025-09-18,Reliance Industries,RELIANCE,1115.91,1154.27,1112.79,1154.03,4867088
2025-09-19,Reliance Industries,RELIANCE,1147.07,1157.21,1118.48,1126.33,3097681
2025-09-22,Reliance Industries,RELIANCE,1109.03,1136.47,1102.81,1126.78,9165771
2025-09-23,Reliance Industries,RELIANCE,1112.31,1115.9,1075.8,1082.1,4454844
2025-09-24,Reliance Industries,RELIANCE,1078.97,1087.21,1066.26,1086.13,3847876
2025-09-25,Reliance Industries,RELIANCE,1100.69,1116.48,1091.58,1107.81,4883969
2025-09-26,Reliance Industries,RELIANCE,1116.35,1151.16,1106.49,1143.4,3834765
2025-09-29,Reliance Industries,RELIANCE,1163.16,1178.51,1142.63,1149.34,2097278
2025-09-30,Reliance Industries,RELIANCE,1151.11,1161.89,1133.49,1137.34,3266460
2025-10-01,Reliance Industries,RELIANCE,1111.56,1115.66,1102.47,1102.84,5621935
2025-10-02,Reliance Industries,RELIANCE,1113.24,1124.49,1106.77,1122.1,3986319
2025-10-03,Reliance Industries,RELIANCE,1106.5,1147.59,1100.84,1136.78,4041387
2025-10-06,Reliance Industries,RELIANCE,1139.62,1145.33,1094.48,1098.08,2544057
2025-10-07,Reliance Industries,RELIANCE,1094.37,1139.79,1090.31,1130.11,5166273
2025-10-08,Reliance Industries,RELIANCE,1149.09,1175.85,1145.17,1168.56,5466780
2025-10-09,Reliance Industries,RELIANCE,1174.08,1203.54,1162.11,1193.35,3138150
2025-10-10,Reliance Industries,RELIANCE,1212.21,1234.29,1208.28,1216.89,8720470
2025-10-13,Reliance Industries,RELIANCE,1219.78,1224.74,1200.15,1205.84,4832500
2025-10-14,Reliance Industries,RELIANCE,1213.41,1220.57,1183.74,1201.24,8687488
2025-10-15,Reliance Industries,RELIANCE,1207.53,1216.55,1197.32,1208.72,2519934
2025-10-16,Reliance Industries,RELIANCE,1204.99,1214.14,1159.12,1169.16,3212519
2025-10-17,Reliance Industries,RELIANCE,1191.24,1191.41,1157.28,1165.31,6396069
2025-10-20,Reliance Industries,RELIANCE,1188.86,1201.13,1172.5,1179.4,3694359
2025-10-21,Reliance Industries,RELIANCE,1191.91,1206.63,1177.71,1206.26,7430034
2025-10-22,Reliance Industries,RELIANCE,1197.2,1215.71,1188.77,1206.09,3116941
2025-10-23,Reliance Industries,RELIANCE,1196.37,1209.16,1186.4,1196.18,3379450
2025-10-24,Reliance Industries,RELIANCE,1207.26,1220.05,1144.62,1145.72,3391902
2025-10-27,Reliance Industries,RELIANCE,1130.32,1142.35,1099.76,1104.32,4666532
2025-10-28,Reliance Industries,RELIANCE,1103.7,1120.53,1102.74,1113.51,6251425
2025-10-29,Reliance Industries,RELIANCE,1106.91,1111.66,1063.31,1076.23,5853789
2025-10-30,Reliance Industries,RELIANCE,1071.73,1076.78,1050.07,1065.31,4741532
2025-10-31,Reliance Industries,RELIANCE,1070.81,1098.58,1065.49,1090.99,3655131
2025-11-03,Reliance Industries,RELIANCE,1090.05,1099.76,1082.88,1089.65,5552106
2025-11-04,Reliance Industries,RELIANCE,1088.59,1092.63,1078.07,1090.46,4666499
2025-11-05,Reliance Industries,RELIANCE,1103.52,1119.36,1040.63,1046.32,6574323
2025-11-06,Reliance Industries,RELIANCE,1033.26,1046.84,1029.64,1044.97,9448004
2025-11-07,Reliance Industries,RELIANCE,1042.58,1056.9,1034.26,1046.97,4272409
2025-11-10,Reliance Industries,RELIANCE,1051.56,1103.7,1044.4,1097.36,6406313
2025-11-11,Reliance Industries,RELIANCE,1111.92,1145.73,1110.33,1136.01,8327253
2025-11-12,Reliance Industries,RELIANCE,1120.39,1130.19,1113.95,1126.83,4629424
2025-11-13,Reliance Industries,RELIANCE,1131.17,1154.3,1122.33,1140.1,3577338
2025-11-14,Reliance Industries,RELIANCE,1153.29,1179.61,1143.62,1178.33,5474041
2025-11-17,Reliance Industries,RELIANCE,1174.12,1210.05,1166.49,1203.55,3693620
2025-11-18,Reliance Industries,RELIANCE,1203.77,1204.06,1165.77,1180.38,2727421
2025-11-19,Reliance Industries,RELIANCE,1166.34,1170.36,1120.69,1121.48,8359480
2025-11-20,Reliance Industries,RELIANCE,1135.07,1152.11,1110.22,1121.35,3449796
2025-11-21,Reliance Industries,RELIANCE,1087.72,1133.4,1087.09,1132.9,6325860
2025-11-24,Reliance Industries,RELIANCE,1166.07,1205.34,1156.3,1195.47,5862208
2025-11-25,Reliance Industries,RELIANCE,1206.36,1220.61,1199.42,1212.83,2843982
2025-11-26,Reliance Industries,RELIANCE,1208.74,1215.52,1169.87,1172.27,2429958
2025-11-27,Reliance Industries,RELIANCE,1174.8,1216.24,1174.47,1204.59,2557823
2025-11-28,Reliance Industries,RELIANCE,1218.19,1224.4,1187.19,1197.01,2582439
2025-12-01,Reliance Industries,RELIANCE,1198.52,1202.83,1161.59,1170.1,1949635
2025-12-02,Reliance Industries,RELIANCE,1176.29,1185.95,1168.11,1176.23,7376893
2025-12-03,Reliance Industries,RELIANCE,1177.99,1185.64,1159.68,1169.24,4081548
2025-12-04,Reliance Industries,RELIANCE,1169.81,1173.73,1154.93,1155.38,8774054
2025-12-05,Reliance Industries,RELIANCE,1138.13,1141.69,1113.51,1124.28,3496498
2025-12-08,Reliance Industries,RELIANCE,1141.11,1149.23,1124.63,1127.62,10483541
2025-12-09,Reliance Industries,RELIANCE,1111.55,1127.63,1103.04,1118.09,3673371
2025-12-10,Reliance Industries,RELIANCE,1116.34,1123.61,1105.34,1117.56,10796530
2025-12-11,Reliance Industries,RELIANCE,1110.08,1116.35,1065.37,1083.05,2781070
2025-12-12,Reliance Industries,RELIANCE,1104.35,1142.34,1095.21,1138.03,8308407
2025-12-15,Reliance Industries,RELIANCE,1132.85,1137.01,1126.85,1129.04,2981166
2025-12-16,Reliance Industries,RELIANCE,1112.46,1116.73,1104.74,1113.47,1982455
2025-12-17,Reliance Industries,RELIANCE,1117.89,1137.24,1109.51,1135.0,6937493
2025-12-18,Reliance Industries,RELIANCE,1118.53,1161.38,1114.97,1152.54,3893830
2025-12-19,Reliance Industries,RELIANCE,1160.26,1171.67,1157.57,1162.19,4308982
2025-12-22,Reliance Industries,RELIANCE,1142.48,1145.2,1137.05,1140.53,6963842
2025-12-23,Reliance Industries,RELIANCE,1155.47,1170.39,1150.0,1168.49,6892152
2025-12-24,Reliance Industries,RELIANCE,1170.47,1228.93,1162.55,1219.69,3474279
2025-12-25,Reliance Industries,RELIANCE,1221.64,1232.43,1206.68,1218.66,2803291
2025-12-26,Reliance Industries,RELIANCE,1199.19,1208.82,1158.07,1159.91,1515414
2025-12-29,Reliance Industries,RELIANCE,1165.32,1225.24,1154.42,1217.97,4142554
2025-12-30,Reliance Industries,RELIANCE,1216.52,1243.0,1207.92,1237.01,4614730
2025-12-31,Reliance Industries,RELIANCE,1227.09,1255.99,1223.44,1249.37,5083087
2025-01-01,TCS,TCS,3363.34,3386.13,3328.55,3366.06,4943648
2025-01-02,TCS,TCS,3365.05,3455.08,3337.35,3415.59,4011431
2025-01-03,TCS,TCS,3361.82,3377.89,3286.63,3298.38,3670589
2025-01-06,TCS,TCS,3300.62,3352.14,3274.39,3333.08,4110328
2025-01-07,TCS,TCS,3254.07,3271.71,3196.31,3200.02,5230241
2025-01-08,TCS,TCS,3258.8,3348.42,3219.82,3331.27,4269043
2025-01-09,TCS,TCS,3317.8,3333.69,3267.56,3282.16,4311029
2025-01-10,TCS,TCS,3288.48,3315.14,3253.09,3289.65,6121387
2025-01-13,TCS,TCS,3231.03,3262.49,3081.83,3083.47,3608690
2025-01-14,TCS,TCS,3040.17,3065.0,2915.89,2942.48,3080400
2025-01-15,TCS,TCS,2850.99,2872.56,2823.57,2823.81,4336213
2025-01-16,TCS,TCS,2823.29,2872.06,2817.34,2853.58,6841086
2025-01-17,TCS,TCS,2848.15,2854.61,2835.57,2847.6,2681370
2025-01-20,TCS,TCS,2841.69,2931.6,2840.4,2930.1,7740885
2025-01-21,TCS,TCS,2922.74,2952.43,2878.08,2888.42,9081086
2025-01-22,TCS,TCS,2911.92,2954.51,2876.89,2887.22,5575780
2025-01-23,TCS,TCS,2897.59,3002.67,2879.83,2966.35,2844682
2025-01-24,TCS,TCS,2982.72,3024.64,2927.94,2947.23,3387508
2025-01-27,TCS,TCS,2953.76,2960.01,2851.88,2883.03,2970965
2025-01-28,TCS,TCS,2846.81,2906.05,2821.54,2875.16,6250809
2025-01-29,TCS,TCS,2849.05,2883.25,2763.91,2776.99,3566606
2025-01-30,TCS,TCS,2821.25,2872.64,2779.89,2850.34,2988902
2025-01-31,TCS,TCS,2882.08,2906.32,2847.17,2885.9,5017920
2025-02-03,TCS,TCS,2904.54,2974.93,2896.86,2961.49,2495091
2025-02-04,TCS,TCS,2891.61,3004.26,2876.82,2999.5,3525151
2025-02-05,TCS,TCS,3010.56,3084.52,2999.52,3055.67,3703523
2025-02-06,TCS,TCS,3066.03,3104.14,3028.91,3053.23,5557700
2025-02-07,TCS,TCS,3077.51,3164.58,3075.01,3143.44,4779562
2025-02-10,TCS,TCS,3118.87,3144.9,3056.28,3090.13,4031190
2025-02-11,TCS,TCS,3101.58,3219.81,3050.7,3197.55,5149856
2025-02-12,TCS,TCS,3129.98,3197.24,3095.06,3173.37,5405522
2025-02-13,TCS,TCS,3168.09,3184.45,3091.18,3099.23,3074843
2025-02-14,TCS,TCS,3121.12,3240.24,3117.32,3215.87,4877148
2025-02-17,TCS,TCS,3262.05,3279.87,3207.67,3227.22,2804668
2025-02-18,TCS,TCS,3252.33,3277.3,3238.27,3246.22,3279310
2025-02-19,TCS,TCS,3274.36,3316.63,3239.05,3253.37,4417604
2025-02-20,TCS,TCS,3289.78,3293.21,3206.45,3206.78,7047354
2025-02-21,TCS,TCS,3185.54,3345.66,3164.08,3333.18,7991983
2025-02-24,TCS,TCS,3413.42,3579.47,3378.96,3541.11,5212849
2025-02-25,TCS,TCS,3574.18,3583.93,3518.6,3539.8,3698422
2025-02-26,TCS,TCS,3520.54,3600.75,3498.17,3565.73,7763070
2025-02-27,TCS,TCS,3516.88,3527.9,3500.53,3505.67,3846959
2025-02-28,TCS,TCS,3500.55,3627.62,3493.89,3596.96,9196574
2025-03-03,TCS,TCS,3649.67,3707.8,3641.78,3689.0,3377029
2025-03-04,TCS,TCS,3737.2,3912.15,3722.08,3865.1,2412495
2025-03-05,TCS,TCS,3871.63,3899.87,3729.27,3749.55,3237408
2025-03-06,TCS,TCS,3677.8,3727.27,3672.94,3712.9,1096333
2025-03-07,TCS,TCS,3711.68,3879.64,3696.19,3831.19,3044979
2025-03-10,TCS,TCS,3852.75,3880.51,3750.36,3784.66,6935196
